Frame,EAR_Avg,Classification
Frame159,0.3274688718402432,0
Frame160,0.3530769409193264,0
Frame161,0.30491808666513176,0
Frame162,0.29460642764885403,0
Frame163,0.28969702552258875,0
Frame164,0.2871473051598218,0
Frame165,0.3246527967414006,0
Frame166,0.29325160930117616,0
Frame167,0.31694226104180756,0
Frame168,0.2863591938737334,0
Frame169,0.33614444308603475,0
Frame170,0.2958497930201659,0
Frame171,0.2767011795125085,0
Frame172,0.27944227321610804,0
Frame173,0.27478055383998923,0
Frame174,0.27108795958298704,0
Frame175,0.27169405723868506,0
Frame176,0.27055695481834646,0
Frame177,0.3155454481732244,0
Frame178,0.3109623406472201,0
Frame179,0.29139691205540535,0
Frame180,0.28138495768408284,0
Frame181,0.2767825714425066,0
Frame182,0.28738868638232884,0
Frame183,0.30901273634619875,0
Frame184,0.2846561170223074,0
Frame185,0.2814902223631526,0
Frame186,0.30582981503790285,0
Frame187,0.2858847097829724,0
Frame188,0.26120266968241673,0
Frame189,0.327021102135429,0
Frame190,0.2473744042891387,0
Frame191,0.3471514557847704,0
Frame192,0.2848457901620537,0
Frame193,0.2752503255544714,0
Frame194,0.24063519408943168,0
Frame195,0.21956178609837057,0
Frame196,0.22534744740810453,0
Frame197,0.2353953199747607,0
Frame198,0.27460331498790913,0
Frame199,0.2545279353215303,0
Frame200,0.23044162079859684,0
Frame201,0.22111139246508826,0
Frame202,0.1947628264797856,0
Frame203,0.2115700788823751,0
Frame204,0.23063915746821834,0
Frame205,0.2700449576119501,0
Frame206,0.25073722398774334,0
Frame207,0.2366916066197337,0
Frame208,0.23590202172181507,0
Frame209,0.23644867557980892,0
Frame210,0.216246016831204,0
Frame211,0.23174248270405595,0
Frame212,0.2925138767338607,0
Frame213,0.25533898265075855,0
Frame214,0.23991134949442428,0
Frame215,0.244509467560879,0
Frame216,0.30656438813645037,0
Frame217,0.27565330852105663,0
Frame218,0.24123476313087383,0
Frame219,0.25034180152146635,0
Frame220,0.24533300993374843,0
Frame221,0.23009250361022449,0
Frame222,0.23593616393021505,0
Frame223,0.21984927468858034,0
Frame224,0.28202831025483965,0
Frame225,0.2445080203868327,0
Frame226,0.25032121788044975,0
Frame227,0.26070537677310457,0
Frame228,0.23548948952545884,0
Frame229,0.25073722398774334,0
Frame230,0.24123476313087383,0
Frame231,0.26606829532573584,0
Frame232,0.2611139888655685,0
Frame233,0.24088564594250145,0
Frame234,0.2567079266121806,0
Frame235,0.2708638886430622,0
Frame236,0.26628411084053305,0
Frame237,0.24539430214863298,0
Frame238,0.24952753711829886,0
Frame239,0.23923566684866998,0
Frame240,0.22065117491499586,0
Frame241,0.2201749407113521,0
Frame242,0.204985861581773,0
Frame243,0.20125396748078256,0
Frame244,0.2090014068614912,0
Frame245,0.23025455570353376,0
Frame246,0.2398710656593221,0
Frame247,0.24006065639558571,0
Frame248,0.30232896186294667,0
Frame249,0.2899362808558513,0
Frame250,0.27055695481834646,0
Frame251,0.31025392584042377,0
Frame252,0.2668401701014512,0
Frame253,0.2661317552946548,0
Frame254,0.3141885707316724,0
Frame255,0.28764074688292846,0
Frame256,0.2804382847830029,0
Frame257,0.2514986357768493,0
Frame258,0.2614322766654299,0
Frame259,0.28202831025483965,0
Frame260,0.30102733845405877,0
Frame261,0.28030212329648313,0
Frame262,0.29325160930117616,0
Frame263,0.2614359560474563,0
Frame264,0.23958804358968136,0
Frame265,0.24117390201406766,0
Frame266,0.24951395805816762,0
Frame267,0.23009250361022449,0
Frame268,0.23203271322490865,0
Frame269,0.22036291884342968,0
Frame270,0.23091749315714022,0
Frame271,0.22164057884413663,0
Frame272,0.23642082014283355,0
Frame273,0.23958478403704236,0
Frame274,0.2110858757004274,0
Frame275,0.2322891365620498,0
Frame276,0.2307744952725806,0
Frame277,0.23491719972794817,0
Frame278,0.26933374384198916,0
Frame279,0.26070537677310457,0
Frame280,0.24006065639558571,0
Frame281,0.2602295044145613,0
Frame282,0.2700421586487855,0
Frame283,0.2753680893720439,0
Frame284,0.24568031474352814,0
Frame285,0.24618846230703767,0
Frame286,0.2453708298653973,0
Frame287,0.2557121515642578,0
Frame288,0.26933654280515373,0
Frame289,0.26527262353933917,0
Frame290,0.2779244454420842,0
Frame291,0.25669745904785324,0
Frame292,0.24955619637504262,0
Frame293,0.2309174931571402,0
Frame294,0.24006065639558571,0
Frame295,0.2605888020329852,0
Frame296,0.2404097735839581,0
Frame297,0.27055695481834646,0
Frame298,0.24583603229877643,0
Frame299,0.26141379157990097,0
Frame300,0.2005910276549322,0
Frame301,0.2462160321429097,0
Frame302,0.21052861214496477,0
Frame303,0.2703823437393552,0
Frame304,0.26511751116420657,0
Frame305,0.2569544498478094,0
Frame306,0.19656304728095042,0
Frame307,0.21114323967972698,0
Frame308,0.21956178609837057,0
Frame309,0.24521006739454015,0
Frame310,0.25602868637713394,0
Frame311,0.25466169601954053,0
Frame312,0.23409164984550718,0
Frame313,0.22055119002751133,0
Frame314,0.1995609760655611,0
Frame315,0.24117587646335414,0
Frame316,0.2599969619663082,0
Frame317,0.226102552712991,0
Frame318,0.22155050180921604,0
Frame319,0.24206794671744958,0
Frame320,0.22952993888373183,0
Frame321,0.24063519408943168,0
Frame322,0.2450451849602606,0
Frame323,0.2619731206208842,0
Frame324,0.2708638886430622,0
Frame325,0.284332347132214,0
Frame326,0.31028130259606307,0
Frame327,0.3208426733728975,0
Frame328,0.28863989900483916,0
Frame329,0.25495325713607375,0
Frame330,0.2250755193908484,0
Frame331,0.2597946346255417,0
Frame332,0.2601905806035436,0
Frame333,0.24579119106316438,0
Frame334,0.2601933795667082,0
Frame335,0.23091749315714022,0
Frame336,0.2591719724193925,0
Frame337,0.24920381963403124,0
Frame338,0.2850379629758458,0
Frame339,0.24418605320494494,0
Frame340,0.2510863411761157,0
Frame341,0.24945840674310765,0
Frame342,0.2593683900197925,0
Frame343,0.26862812799835734,0
Frame344,0.28703829092001065,0
Frame345,0.3128430032178382,0
Frame346,0.3004884429509977,0
Frame347,0.29611772812540427,0
Frame348,0.2904054403293851,0
Frame349,0.2502224278181824,0
Frame350,0.24040651403131913,0
Frame351,0.27055695481834646,0
Frame352,0.2510441578124591,0
Frame353,0.2357838215636251,0
Frame354,0.2503175384984233,0
Frame355,0.24533300993374843,0
Frame356,0.23958804358968136,0
Frame357,0.2600740058634242,0
Frame358,0.2510863411761157,0
Frame359,0.23551067557106134,0
Frame360,0.2710075247844589,0
Frame361,0.276826297056043,0
Frame362,0.25034180152146635,0
Frame363,0.26661647440517167,0
Frame364,0.25647531793662703,0
Frame365,0.24485858474925137,0
Frame366,0.25553260128799393,0
Frame367,0.2275395617482466,0
Frame368,0.23989970568945823,0
Frame369,0.2352049420598087,0
Frame370,0.29014341860074033,0
Frame371,0.2763422734200769,0
Frame372,0.24654167704804641,0
Frame373,0.2651675223463563,0
Frame374,0.25433248121693136,0
Frame375,0.260895735857701,0
Frame376,0.21988140674903267,0
Frame377,0.24111492883811547,0
Frame378,0.2517371829754744,0
Frame379,0.237494842773825,0
Frame380,0.2561756918159194,0
Frame381,0.2594077744202845,0
Frame382,0.2594077744202845,0
Frame383,0.25425075618862064,0
Frame384,0.276361723327853,0
Frame385,0.23876305404276563,0
Frame386,0.234643803769487,0
Frame387,0.23009250361022449,0
Frame388,0.22669395847685359,0
Frame389,0.24117587646335414,0
Frame390,0.20971971008145063,0
Frame391,0.23174248270405595,0
Frame392,0.2569379399248741,0
Frame393,0.26070537677310457,0
Frame394,0.2598803872261889,0
Frame395,0.21776529155990626,0
Frame396,0.18822306263298655,0
Frame397,0.2178618378200715,0
Frame398,0.20082959567349862,0
Frame399,0.20502701672463297,0
Frame400,0.21154622208051846,0
Frame401,0.2450451849602606,0
Frame402,0.2659113867104358,0
Frame403,0.2450451849602606,0
Frame404,0.24457257215435624,0
Frame405,0.2159869202996257,0
Frame406,0.23676115347713075,0
Frame407,0.25105103231187226,0
Frame408,0.23146414701513407,0
Frame409,0.22559520082492682,0
Frame410,0.21082160526071653,0
Frame411,0.21990411504661472,0
Frame412,0.22081361484793444,0
Frame413,0.22542716718939942,0
Frame414,0.2777875371935743,0
Frame415,0.2503175384984233,0
Frame416,0.22972637433136855,0
Frame417,0.2799681280704901,0
Frame418,0.26494742316837994,0
Frame419,0.2758790438819757,0
Frame420,0.2591719724193925,0
Frame421,0.31561325148789865,0
Frame422,0.2891038075311156,0
Frame423,0.3305049182834974,0
Frame424,0.3262438100109041,0
Frame425,0.2709589564479044,0
Frame426,0.29573658065171415,0
Frame427,0.26692742708105144,0
Frame428,0.30132987853855797,0
Frame429,0.3199831927083788,0
Frame430,0.281128400782267,0
Frame431,0.29744148673205584,0
Frame432,0.32251246131639905,0
Frame433,0.33299238441507484,0
Frame434,0.3103417459001076,0
Frame435,0.24034891246715193,0
Frame436,0.2661497294638854,0
Frame437,0.24951395805816762,0
Frame438,0.2611139888655685,0
Frame439,0.24457257215435624,0
Frame440,0.29545243495730533,0
Frame441,0.2929813914298474,0
Frame442,0.3059062213345788,0
Frame443,0.2775444451039224,0
Frame444,0.2953780801955386,0
Frame445,0.25577498713035046,0
Frame446,0.286481311386793,0
Frame447,0.2703101137092653,0
Frame448,0.28374116482870854,0
Frame449,0.23876305404276563,0
Frame450,0.2792625122268584,0
Frame451,0.2808624937311129,0
Frame452,0.3083544844616467,0
Frame453,0.2801506880229044,0
Frame454,0.25108308162347676,0
Frame455,0.25033894760508335,0
Frame456,0.2517867409901282,0
Frame457,0.2086415900119995,0
Frame458,0.20891377066962902,0
Frame459,0.22926751406330875,0
Frame460,0.24088564594250145,0
Frame461,0.23994408165546638,0
Frame462,0.2387557545795024,0
Frame463,0.21953792929651395,0
Frame464,0.24575596520313356,0
Frame465,0.2310795452504495,0
Frame466,0.2515622135346591,0
Frame467,0.2562508594888938,0
Frame468,0.28052510760370775,0
Frame469,0.265199644791579,0
Frame470,0.2658759371531527,0
Frame471,0.25002880918094694,0
Frame472,0.2489781040499146,0
Frame473,0.24579119106316438,0
Frame474,0.2602295044145613,0
Frame475,0.28202831025483965,0
Frame476,0.24562126600531464,0
Frame477,0.27516339000727674,0
Frame478,0.2891038075311156,0
Frame479,0.30110758107910307,0
Frame480,0.25967375535079995,0
Frame481,0.3155929795916073,0
Frame482,0.271494673847286,0
Frame483,0.32361814213535883,0
Frame484,0.3003981709072211,0
Frame485,0.2759270524655055,0
Frame486,0.24592438090843505,0
Frame487,0.2852177239650955,0
Frame488,0.2505054498878231,0
Frame489,0.2702197767065426,0
Frame490,0.29320440123166885,0
Frame491,0.2606982234801408,0
Frame492,0.2662726607724001,0
Frame493,0.2694498579926341,0
Frame494,0.2804382847830029,0
Frame495,0.2661024375341357,0
Frame496,0.25507248618289735,0
Frame497,0.2701582727994305,0
Frame498,0.2868605434979329,0
Frame499,0.2703101137092653,0
Frame500,0.2968619963685105,0
Frame501,0.3011065857140175,0
Frame502,0.3002857730550625,0
Frame503,0.24150190846778333,0
Frame504,0.24904093961600723,0
Frame505,0.2845130619096984,0
Frame506,0.21531749221894547,0
Frame507,0.2508547030718512,0
Frame508,0.2147281944078206,0
Frame509,0.24619581941231303,0
Frame510,0.23628102083744568,0
Frame511,0.2201243508248632,0
Frame512,0.21726275282890156,0
Frame513,0.2313678013220157,0
Frame514,0.2515622135346591,0
Frame515,0.2404097735839581,0
Frame516,0.2679469990309421,0
Frame517,0.2597551619548276,0
Frame518,0.25167878827477846,0
Frame519,0.24037276926900858,0
Frame520,0.250943733436385,0
Frame521,0.2561294603008937,0
Frame522,0.2388708975380167,0
Frame523,0.26190552017755536,0
Frame524,0.23616890284254144,0
Frame525,0.2691401252047537,0
Frame526,0.26434018391949854,0
Frame527,0.24616413889051392,0
Frame528,0.24616413889051392,0
Frame529,0.2759955252120927,0
Frame530,0.23710601038436144,0
Frame531,0.2602160779028879,0
Frame532,0.24590431671557628,0
Frame533,0.23507703217489934,0
Frame534,0.22600667737109903,0
Frame535,0.2653216359043469,0
Frame536,0.2792625122268584,0
Frame537,0.25021916826554336,0
Frame538,0.29023988050909366,0
Frame539,0.2373705260690112,0
Frame540,0.24873120682812688,0
Frame541,0.25744177715787464,0
Frame542,0.25073722398774334,0
Frame543,0.2619731206208842,0
Frame544,0.2263368513372453,0
Frame545,0.2709575092738581,0
Frame546,0.23009250361022449,0
Frame547,0.29321857054843226,0
Frame548,0.2513324138840253,0
Frame549,0.234643803769487,0
Frame550,0.2561294603008937,0
Frame551,0.2521593778802275,0
Frame552,0.2601873210509046,0
Frame553,0.23492836919033586,0
Frame554,0.2851312046727182,0
Frame555,0.26999997528512887,0
Frame556,0.246729306262492,0
Frame557,0.25073722398774334,0
Frame558,0.2601873210509046,0
Frame559,0.23013140641743013,0
Frame560,0.2353816070320067,0
Frame561,0.24533300993374843,0
Frame562,0.2708638886430622,0
Frame563,0.21670227768827066,0
Frame564,0.24033258324433077,0
Frame565,0.2502224278181824,0
Frame566,0.31213770360234677,0
Frame567,0.2598405388988715,0
Frame568,0.194374151085286,0
Frame569,0.24034536026301698,0
Frame570,0.20474493127429086,0
Frame571,0.23563070359214305,0
Frame572,0.27565330852105663,0
Frame573,0.28117285788155044,0
Frame574,0.2642765930124108,0
Frame575,0.2766686571525688,0
Frame576,0.2565808843077339,0
Frame577,0.26089899541034,0
Frame578,0.27981669279691135,0
Frame579,0.25472336899452497,0
Frame580,0.24478886964010083,0
Frame581,0.2569544498478094,0
Frame582,0.2501485227423717,0
Frame583,0.25564135833336354,0
Frame584,0.25056828545391574,0
Frame585,0.27070839009192527,0
Frame586,0.2517138348271669,0
Frame587,0.23026209173075013,0
Frame588,0.26011618922708085,0
Frame589,0.24613259888268757,0
Frame590,0.25425075618862064,0
Frame591,0.24040651403131913,0
Frame592,0.2517138348271669,0
Frame593,0.251176670253739,0
Frame594,0.2645348909720237,0
Frame595,0.23993830069075212,0
Frame596,0.24241960616321223,0
Frame597,0.26518012534177515,0
Frame598,0.25483185794807356,0
Frame599,0.25231828473492734,0
Frame600,0.24132285114073393,0
Frame601,0.2517611942615006,0
Frame602,0.2503175384984233,0
Frame603,0.26503497694677913,0
Frame604,0.2467453631345652,0
Frame605,0.2445080203868327,0
Frame606,0.29635472341473396,0
Frame607,0.2415019084677833,0
Frame608,0.2508547030718512,0
Frame609,0.25032121788044975,0
Frame610,0.24567886756948182,0
Frame611,0.26546624217657455,0
Frame612,0.23548948952545884,0
Frame613,0.2503175384984233,0
Frame614,0.27055695481834646,0
Frame615,0.23606407381512437,0
Frame616,0.2309174931571402,0
Frame617,0.27622354174533315,0
Frame618,0.2458813588755381,0
Frame619,0.246729306262492,0
Frame620,0.2350428899664994,0
Frame621,0.24567886756948182,0
Frame622,0.2608585320112523,0
Frame623,0.2561636025092936,0
Frame624,0.24047401809013372,0
Frame625,0.2752503255544714,0
Frame626,0.303226556487595,0
Frame627,0.3462708264356352,0
Frame628,0.28138495768408284,0
Frame629,0.2799681280704901,0
Frame630,0.24647671837860388,0
Frame631,0.28136659262594976,0
Frame632,0.3011065857140175,0
Frame633,0.2898540587224967,0
Frame634,0.25482698544436216,0
Frame635,0.27570378004874296,0
Frame636,0.2613883394794049,0
Frame637,0.24562126600531464,0
Frame638,0.2662249261335984,0
Frame639,0.2716513046551486,0
Frame640,0.2915090857639845,0
Frame641,0.3169331843890546,0
Frame642,0.29496247473376636,0
Frame643,0.3052987026162004,0
Frame644,0.27079217289983293,0
Frame645,0.25553260128799393,0
Frame646,0.2515622135346591,0
Frame647,0.26025485711025287,0
Frame648,0.3004614131744302,0
Frame649,0.2958497930201659,0
Frame650,0.28194193721730043,0
Frame651,0.2850379629758458,0
Frame652,0.306937654848054,0
Frame653,0.25520695638285723,0
Frame654,0.30389934024451204,0
Frame655,0.27185012124683117,0
Frame656,0.2811760173503184,0
Frame657,0.319594253130997,0
Frame658,0.28194193721730043,0
Frame659,0.3003735931147463,0
Frame660,0.3189688814867073,0
Frame661,0.3195750166048744,0
Frame662,0.3406419644873792,0
Frame663,0.3003735931147463,0
Frame664,0.2997529983676338,0
Frame665,0.29966517830795,0
Frame666,0.296918623645688,0
Frame667,0.2746990945913025,0
Frame668,0.2899024943816885,0
Frame669,0.31958947623381984,0
Frame670,0.31158293539433257,0
Frame671,0.3477035433037625,0
Frame672,0.28336007440393945,0
Frame673,0.2553917277335782,0
Frame674,0.26625538895997186,0
Frame675,0.3135157869747553,0
Frame676,0.2857043172544779,0
Frame677,0.2593683900197925,0
Frame678,0.2720903591720586,0
Frame679,0.301754250821732,0
Frame680,0.27622354174533315,0
Frame681,0.2755195246456226,0
Frame682,0.2710872692491455,0
Frame683,0.275963041308937,0
Frame684,0.32914343684385694,0
Frame685,0.28054729902281406,0
Frame686,0.26139201886143126,0
Frame687,0.27481390880199086,0
Frame688,0.280435125314235,0
Frame689,0.24123476313087383,0
Frame690,0.25037466681668036,0
Frame691,0.25021916826554336,0
Frame692,0.30464180049880074,0
Frame693,0.33074231893013833,0
Frame694,0.29139691205540535,0
Frame695,0.2737811793573764,0
Frame696,0.27693195655212943,0
Frame697,0.2722324064146015,0
Frame698,0.23923566684866998,0
Frame699,0.1362298355617711,0
Frame700,0.09464165081875908,1
Frame701,0.1,1
Frame702,0.18482688447878115,0
Frame703,0.24920381963403124,0
Frame704,0.24418605320494494,0
Frame705,0.23994408165546638,0
Frame706,0.2553011627191097,0
Frame707,0.2824916922083188,0
Frame708,0.2828439731231308,0
Frame709,0.25926114943414025,0
Frame710,0.25967375535079995,0
Frame711,0.2295524891529619,0
Frame712,0.2767341145363475,0
Frame713,0.2694764980418325,0
Frame714,0.28202831025483965,0
Frame715,0.2605328871061156,0
Frame716,0.21902227499371701,0
Frame717,0.271494673847286,0
Frame718,0.2833508239636344,0
Frame719,0.29966517830795003,0
Frame720,0.2808624937311129,0
Frame721,0.2921346446227208,0
Frame722,0.28744875615421983,0
Frame723,0.23499678205131438,0
Frame724,0.24999557131653555,0
Frame725,0.28388043053536577,0
Frame726,0.26931986723396995,0
Frame727,0.2611139888655685,0
Frame728,0.25979831400756814,0
Frame729,0.2605026934769665,0
Frame730,0.24648407548387924,0
Frame731,0.24999557131653555,0
Frame732,0.2866379444801003,0
Frame733,0.2598803872261889,0
Frame734,0.3135157869747553,0
Frame735,0.2806805980020711,0
Frame736,0.25501333774562185,0
Frame737,0.2701221479515774,0
Frame738,0.3103099373599574,0
Frame739,0.33010971653817317,0
Frame740,0.35116220479173255,0
Frame741,0.3494374350066358,0
Frame742,0.3329158977967416,0
Frame743,0.29463015348059834,0
Frame744,0.3406419644873792,0
Frame745,0.3400213697402667,0
Frame746,0.3141325564370472,0
Frame747,0.32403220199428806,0
Frame748,0.3265271993913316,0
Frame749,0.30582981503790285,0
Frame750,0.319594253130997,0
Frame751,0.30963333109331126,0
Frame752,0.3010820079215427,0
Frame753,0.33299238441507484,0
Frame754,0.2945881111633953,0
Frame755,0.2701842306882492,0
Frame756,0.2799737259968193,0
Frame757,0.2895714028215024,0
Frame758,0.33936431682012347,0
Frame759,0.30656157606009005,0
Frame760,0.27171763504196134,0
Frame761,0.2851831762894589,0
Frame762,0.28941042600146927,0
Frame763,0.299999173533943,0
Frame764,0.2854152797244355,0
Frame765,0.2775167376936088,0
Frame766,0.29051783818154375,0
Frame767,0.2959962229585584,0
Frame768,0.2598803872261889,0
Frame769,0.29814922834220686,0
Frame770,0.28139354382227755,0
Frame771,0.2598803872261889,0
Frame772,0.321225867473369,0
Frame773,0.3018484731151865,0
Frame774,0.28667787510128484,0
Frame775,0.27067352955846585,0
Frame776,0.3000230303357997,0
Frame777,0.24589962320586417,0
Frame778,0.2551860351530366,0
Frame779,0.27119957931976135,0
Frame780,0.29115374477657685,0
Frame781,0.2614396337707052,0
Frame782,0.28138495768408284,0
Frame783,0.2545667381866624,0
Frame784,0.2945975572315681,0
Frame785,0.26648294114086934,0
Frame786,0.24920381963403124,0
Frame787,0.26533826361169816,0
Frame788,0.2912016751958653,0
Frame789,0.2813685079884999,0
Frame790,0.33414232052048554,0
Frame791,0.28101672796785626,0
Frame792,0.28969702552258875,0
Frame793,0.290493260389069,0
Frame794,0.2751356751317176,0
Frame795,0.26611170497088393,0
Frame796,0.3103297382552549,0
Frame797,0.2980375036866936,0
Frame798,0.28067934184045107,0
Frame799,0.2942611155170832,0
Frame800,0.28670910822435414,0
Frame801,0.29522702239596654,0
Frame802,0.29618089107837253,0
Frame803,0.28540242841862107,0
Frame804,0.26052920772408916,0
Frame805,0.28031111212422444,0
Frame806,0.3467160754357328,0
Frame807,0.346385549112178,0
Frame808,0.3405883911315728,0
Frame809,0.35264773168570673,0
Frame810,0.3125455648306118,0
Frame811,0.320222078625785,0
Frame812,0.26566073076602975,0
Frame813,0.29126529040976024,0
Frame814,0.286040007931177,0
Frame815,0.3054380369345382,0
Frame816,0.3004614131744302,0
Frame817,0.25073722398774334,0
Frame818,0.2980375036866936,0
Frame819,0.2646298488049018,0
Frame820,0.28406559589027347,0
Frame821,0.2904054403293851,0
Frame822,0.27429510058216405,0
Frame823,0.28043526823152576,0
Frame824,0.2851519064104177,0
Frame825,0.24171063548941718,0
Frame826,0.2354875712983563,0
Frame827,0.23418996894553618,0
Frame828,0.25451803801680994,0
Frame829,0.24151975964980105,0
Frame830,0.28052510760370775,0
Frame831,0.26553364001757196,0
Frame832,0.23789945992345088,0
Frame833,0.2404097735839581,0
Frame834,0.27855689638322656,0
Frame835,0.23491719972794817,0
Frame836,0.24153929423419868,0
Frame837,0.24424964411203268,0
Frame838,0.2357423129128097,0
Frame839,0.24088564594250145,0
Frame840,0.2602133468243578,0
Frame841,0.2792625122268584,0
Frame842,0.2647285096092591,0
Frame843,0.2739272462800907,0
Frame844,0.2560027164048049,0
Frame845,0.2711946201879679,0
Frame846,0.28030212329648313,0
Frame847,0.294638432265673,0
Frame848,0.2905206371447083,0
Frame849,0.2911138551361815,0
Frame850,0.30912758618245006,0
Frame851,0.30040096987038567,0
Frame852,0.29487925828010303,0
Frame853,0.2846382748634928,0
Frame854,0.3190082658871993,0
Frame855,0.3301217241830259,0
Frame856,0.33684211320413776,0
Frame857,0.2973924702175693,0
Frame858,0.2888196599940888,0
Frame859,0.3067989563713654,0
Frame860,0.28981222233791193,0
Frame861,0.2996925550635893,0
Frame862,0.32318524507331614,0
Frame863,0.28031111212422444,0
Frame864,0.2951968460524673,0
Frame865,0.27209206021902177,0
Frame866,0.27981669279691135,0
Frame867,0.2705569548183465,0
Frame868,0.2605888020329852,0
Frame869,0.2411719275647812,0
Frame870,0.2407690712023821,0
Frame871,0.2466951640540921,0
Frame872,0.23533945699532244,0
Frame873,0.23593616393021505,0
Frame874,0.24088564594250145,0
Frame875,0.2928931088450006,0
Frame876,0.25955920969386326,0
Frame877,0.2723538056026017,0
Frame878,0.27551512693853675,0
Frame879,0.23858869366927213,0
Frame880,0.32748009553694357,0
Frame881,0.23492836919033586,0
